session_time,lap,pos_x,pos_y,pos_z,speed,throttle,brake
1404.450927734375,14,-394.4967346191406,61.71571731567383,696.8472290039062,99,0.0,0.0
1404.4691162109375,14,-394.0451354980469,61.66544723510742,696.8944702148438,98,0.0,0.0
1404.4873046875,14,-393.5943298339844,61.61480712890625,696.9347534179688,98,0.0,0.0
1404.4996337890625,14,-393.1443786621094,61.56389617919922,696.9678955078125,98,0.0,0.0
1404.517822265625,14,-392.69549560546875,61.512752532958984,696.9940795898438,97,0.0,0.0
1404.53564453125,14,-392.2476501464844,61.461181640625,697.013671875,97,0.0,0.0
1404.5537109375,14,-391.8009033203125,61.40922546386719,697.026611328125,97,0.0,0.0
1404.57177734375,14,-391.3553466796875,61.35699462890625,697.0325317382812,97,0.0,0.0
1404.583984375,14,-390.9111633300781,61.304588317871094,697.0316162109375,96,0.0,0.0
1404.60205078125,14,-390.4684143066406,61.25194549560547,697.0240478515625,96,0.0,0.0
1404.6202392578125,14,-390.02716064453125,61.19914627075195,697.0095825195312,96,0.0,0.0
1404.63232421875,14,-389.5874938964844,61.146305084228516,696.988037109375,95,0.0,0.0
1404.650634765625,14,-389.14959716796875,61.09364700317383,696.9595947265625,95,0.0,0.0
1404.6689453125,14,-388.7135314941406,61.04087829589844,696.9243774414062,95,0.0,0.0
1404.687255859375,14,-388.279296875,60.98802947998047,696.8824462890625,95,0.0,0.0
1404.69970703125,14,-387.84716796875,60.93532180786133,696.8335571289062,94,0.0,0.0
1404.7181396484375,14,-387.4173583984375,60.88317108154297,696.7772216796875,94,0.0,0.0
1404.736328125,14,-386.9894104003906,60.8306884765625,696.71484375,94,0.0,0.0
1404.7550048828125,14,-386.5635070800781,60.77785110473633,696.6464233398438,94,0.0,0.0
1404.7672119140625,14,-386.139892578125,60.724945068359375,696.571533203125,93,0.0,0.0
1404.785400390625,14,-385.71881103515625,60.67220687866211,696.4900512695312,93,0.0,0.0
1404.803466796875,14,-385.3004455566406,60.61978530883789,696.4019775390625,93,0.0,0.0
1404.82177734375,14,-384.88494873046875,60.5681037902832,696.3067626953125,92,0.0,0.0
1404.833984375,14,-384.4722900390625,60.517127990722656,696.204833984375,92,0.0,0.0
1404.852294921875,14,-384.0623779296875,60.46611404418945,696.0969848632812,92,0.0,0.0
1404.870849609375,14,-383.6551208496094,60.414588928222656,695.9837036132812,92,0.0,0.0
1404.883056640625,14,-383.25042724609375,60.36263656616211,695.8648071289062,91,0.0,0.0
1404.901611328125,14,-382.8482971191406,60.31050109863281,695.7400512695312,91,0.0,0.0
1404.919921875,14,-382.4487609863281,60.25831985473633,695.6095581054688,91,0.0,0.0
1404.938232421875,14,-382.05181884765625,60.20618438720703,695.4732666015625,91,0.0,0.0
1404.950439453125,14,-381.6573791503906,60.15422058105469,695.3314208984375,91,0.0,0.0
1404.96875,14,-381.2653503417969,60.10239028930664,695.1843872070312,91,0.0,0.0
1404.9869384765625,14,-380.8753967285156,60.050655364990234,695.032470703125,91,0.0,0.0
1405.005126953125,14,-380.4873046875,59.998870849609375,694.87646484375,91,0.0,0.0
1405.0172119140625,14,-380.10089111328125,59.946937561035156,694.716796875,91,0.0,0.0
1405.0352783203125,14,-379.7159423828125,59.895042419433594,694.5537719726562,90,0.0,0.0
1405.0535888671875,14,-379.3321228027344,59.84307098388672,694.3880615234375,90,0.0,0.0
1405.06591796875,14,-378.9491882324219,59.79092788696289,694.2203979492188,90,0.0,0.0
1405.0843505859375,14,-378.5668640136719,59.7386360168457,694.0513916015625,90,0.0,0.0
1405.102783203125,14,-378.18499755859375,59.68585205078125,693.8814086914062,90,0.0,0.0
1405.1209716796875,14,-377.8033752441406,59.63267517089844,693.7107543945312,91,0.0,0.0
1405.1331787109375,14,-377.42193603515625,59.57914733886719,693.5396118164062,91,0.0,0.0
1405.151611328125,14,-377.04052734375,59.525394439697266,693.3682250976562,91,0.0,0.0
1405.1700439453125,14,-376.65911865234375,59.471561431884766,693.196533203125,91,0.0,0.0
1405.182373046875,14,-376.2777099609375,59.417762756347656,693.0247802734375,91,0.0,0.0
1405.2010498046875,14,-375.89630126953125,59.36394119262695,692.85302734375,91,0.0,0.0
1405.2196044921875,14,-375.514892578125,59.309898376464844,692.6812744140625,91,0.0,0.0
1405.232177734375,14,-375.1333312988281,59.255455017089844,692.5093383789062,91,0.0,0.0
1405.2508544921875,14,-374.7517395019531,59.200531005859375,692.3375854492188,91,0.0,0.0
1405.2694091796875,14,-374.3701477050781,59.14509963989258,692.1658325195312,91,0.0,0.0
1405.287841796875,14,-373.9885559082031,59.08934783935547,691.9940795898438,91,0.0,0.0
1405.3001708984375,14,-373.6067810058594,59.033748626708984,691.8223266601562,91,0.0,0.0
1405.3192138671875,14,-373.224853515625,58.97795104980469,691.6505737304688,91,0.0,0.0
1405.338134765625,14,-372.8428955078125,58.92167282104492,691.4788208007812,91,0.0,0.0
1405.3568115234375,14,-372.4609375,58.86492919921875,691.3070678710938,91,0.0,0.0
1405.369384765625,14,-372.0789489746094,58.807861328125,691.1353149414062,91,0.0,0.0
1405.38818359375,14,-371.6971130371094,58.750465393066406,690.9630737304688,91,0.0,0.0
1405.406982421875,14,-371.3159484863281,58.69285583496094,690.7893676757812,91,0.0,0.0
1405.4193115234375,14,-370.9354553222656,58.635074615478516,690.6141357421875,91,0.0,0.0
1405.4381103515625,14,-370.5556945800781,58.577232360839844,690.4371948242188,91,0.0,0.0
1405.45068359375,14,-370.17681884765625,58.5194091796875,690.25830078125,91,0.0,0.0
1405.4693603515625,14,-369.7989807128906,58.46156692504883,690.0772094726562,91,0.0,0.0
1405.4879150390625,14,-369.42218017578125,58.403812408447266,689.8939208984375,91,0.0,0.0
1405.50048828125,14,-369.0466003417969,58.34611892700195,689.7081909179688,91,0.0,0.0
1405.5194091796875,14,-368.6723937988281,58.288578033447266,689.519775390625,91,0.0,0.0
1405.531982421875,14,-368.2996520996094,58.23118591308594,689.3284912109375,91,0.0,0.0
1405.5506591796875,14,-367.9284973144531,58.17382049560547,689.13427734375,91,0.0,0.0
1405.5692138671875,14,-367.5589904785156,58.11637878417969,688.9371337890625,91,0.0,0.0
1405.587646484375,14,-367.1913146972656,58.05890655517578,688.73681640625,91,0.0,0.0
1405.60009765625,14,-366.8256530761719,58.00144577026367,688.533203125,91,0.0,0.0
1405.618408203125,14,-366.4620056152344,57.94412612915039,688.326171875,91,0.0,0.0
1405.63671875,14,-366.1005859375,57.8869743347168,688.1156005859375,91,0.0,0.0
1405.6551513671875,14,-365.7415771484375,57.83000946044922,687.9013061523438,91,0.0,0.0
1405.6673583984375,14,-365.38507080078125,57.77330780029297,687.6832275390625,91,0.0,0.0
1405.6859130859375,14,-365.0312194824219,57.71683883666992,687.4613037109375,91,0.0,0.0
1405.698486328125,14,-364.6800842285156,57.66049575805664,687.2355346679688,91,0.0,0.0
1405.7183837890625,14,-364.3317565917969,57.604248046875,687.0059814453125,90,0.0,0.0
1405.7386474609375,14,-363.9864196777344,57.54811477661133,686.7724609375,90,0.0,0.0
1405.751708984375,14,-363.6442565917969,57.49211883544922,686.5349731445312,90,0.0,0.0
1405.770263671875,14,-363.3053283691406,57.43629837036133,686.29345703125,90,0.0,0.0
1405.7889404296875,14,-362.96978759765625,57.380680084228516,686.0479125976562,90,0.0,0.0
1405.8074951171875,14,-362.6377258300781,57.32527160644531,685.79833984375,90,0.0,0.0
1405.8201904296875,14,-362.309326171875,57.270103454589844,685.544677734375,90,0.0,0.0
1405.839111328125,14,-361.98455810546875,57.21513748168945,685.2870483398438,90,0.0,0.0
1405.8516845703125,14,-361.6631164550781,57.160282135009766,685.0256958007812,90,0.0,0.0
1405.8702392578125,14,-361.34490966796875,57.10546875,684.7608642578125,90,0.0,0.0
1405.8829345703125,14,-361.0296325683594,57.05073165893555,684.4926147460938,90,0.0,0.0
1405.902099609375,14,-360.7169494628906,56.996299743652344,684.221435546875,90,0.0,0.0
1405.9207763671875,14,-360.4064636230469,56.941802978515625,683.9476928710938,90,0.0,0.0
1405.93310546875,14,-360.0978698730469,56.88721466064453,683.6719360351562,90,0.0,0.0
1405.9517822265625,14,-359.7908935546875,56.83256530761719,683.3943481445312,90,0.0,0.0
1405.970703125,14,-359.4851989746094,56.77796936035156,683.115234375,90,0.0,0.0
1405.9835205078125,14,-359.18035888671875,56.7234992980957,682.8350219726562,90,0.0,0.0
1406.0025634765625,14,-358.87603759765625,56.66913986206055,682.5540161132812,90,0.0,0.0
1406.0211181640625,14,-358.5718994140625,56.614864349365234,682.2727661132812,90,0.0,0.0
1406.033203125,14,-358.26776123046875,56.56081771850586,681.9913940429688,90,0.0,0.0
1406.051513671875,14,-357.963623046875,56.50716781616211,681.7097778320312,90,0.0,0.0
1406.06982421875,14,-357.65948486328125,56.45354461669922,681.4281616210938,90,0.0,0.0
1406.0880126953125,14,-357.3553466796875,56.399658203125,681.146240234375,90,0.0,0.0
1406.100341796875,14,-357.05120849609375,56.34547424316406,680.8642578125,90,0.0,0.0
1406.1185302734375,14,-356.7470703125,56.29117202758789,680.582275390625,90,0.0,0.0
1406.13671875,14,-356.4427490234375,56.23705291748047,680.30029296875,90,0.0,0.0
1406.1549072265625,14,-356.138427734375,56.18329620361328,680.018310546875,90,0.0,0.0
1406.1671142578125,14,-355.833984375,56.12965393066406,679.7360229492188,90,0.0,0.0
1406.1856689453125,14,-355.52935791015625,56.07597351074219,679.4539184570312,90,0.0,0.0
1406.2039794921875,14,-355.224365234375,56.02227020263672,679.1721801757812,90,0.0,0.0
1406.216064453125,14,-354.9187927246094,55.96817398071289,678.8909912109375,90,0.0,0.0
1406.234130859375,14,-354.6124267578125,55.91374969482422,678.6106567382812,90,0.0,0.0
1406.252197265625,14,-354.3050842285156,55.85917663574219,678.3312377929688,90,0.0,0.0
1406.270263671875,14,-353.99664306640625,55.80461502075195,678.0530395507812,90,0.0,0.0
1406.288330078125,14,-353.6869812011719,55.750152587890625,677.7761840820312,90,0.0,0.0
1406.300537109375,14,-353.3758850097656,55.69581985473633,677.5008544921875,90,0.0,0.0
1406.318603515625,14,-353.06341552734375,55.64158630371094,677.2269287109375,90,0.0,0.0
1406.3367919921875,14,-352.75,55.58748245239258,676.9540405273438,90,0.0,0.0
1406.35498046875,14,-352.4359436035156,55.53331756591797,676.6817626953125,90,0.0,0.0
1406.366943359375,14,-352.1214599609375,55.4790153503418,676.409912109375,90,0.0,0.0
1406.3851318359375,14,-351.80670166015625,55.42457580566406,676.13818359375,90,0.0,0.0
1406.4036865234375,14,-351.491943359375,55.370113372802734,675.866455078125,90,0.0,0.0
1406.4158935546875,14,-351.17718505859375,55.315582275390625,675.5943603515625,90,0.0,0.0
1406.4342041015625,14,-350.8624267578125,55.260860443115234,675.322265625,90,0.0,0.0
1406.45263671875,14,-350.5475769042969,55.20600891113281,675.0501708984375,90,0.0,0.0
1406.4710693359375,14,-350.2326354980469,55.151123046875,674.778076171875,90,0.0,0.0
1406.4833984375,14,-349.9175720214844,55.09624481201172,674.5059814453125,90,0.0,0.0
1406.501708984375,14,-349.6024475097656,55.04134750366211,674.23388671875,90,0.0,0.0
1406.5201416015625,14,-349.2872314453125,54.98641586303711,673.9617919921875,90,0.0,0.0
1406.5382080078125,14,-348.971923828125,54.93151092529297,673.689697265625,90,0.0,0.0
1406.55029296875,14,-348.6565856933594,54.87666320800781,673.4176025390625,90,0.0,0.0
1406.5679931640625,14,-348.3410949707031,54.82183074951172,673.1451416015625,90,0.0,0.0
1406.5858154296875,14,-348.0256042480469,54.76694107055664,672.8726806640625,90,0.0,0.0
1406.60400390625,14,-347.7099609375,54.712039947509766,672.6002197265625,90,0.0,0.0
1406.6162109375,14,-347.394287109375,54.65726089477539,672.3277587890625,90,0.0,0.0
1406.6343994140625,14,-347.0784912109375,54.6025505065918,672.0552978515625,90,0.0,0.0
1406.6527099609375,14,-346.76263427734375,54.547821044921875,671.7828369140625,90,0.0,0.0
1406.6710205078125,14,-346.44671630859375,54.493064880371094,671.5103759765625,90,0.0,0.0
1406.6832275390625,14,-346.13067626953125,54.43840408325195,671.23779296875,90,0.0,0.0
1406.70166015625,14,-345.8146057128906,54.38391876220703,670.9649658203125,90,0.0,0.0
1406.720703125,14,-345.498291015625,54.329559326171875,670.6923217773438,90,0.0,0.0
1406.7330322265625,14,-345.1815185546875,54.27524185180664,670.4200439453125,90,0.0,0.0
1406.7513427734375,14,-344.8641662597656,54.22116470336914,670.1483764648438,90,0.0,0.0
1406.7696533203125,14,-344.5460205078125,54.167545318603516,669.8775024414062,90,0.0,0.0
1406.7879638671875,14,-344.22698974609375,54.11399459838867,669.6076049804688,90,0.0,0.0
1406.80029296875,14,-343.9070129394531,54.06019973754883,669.3388061523438,91,0.0,0.0
1406.8187255859375,14,-343.5858459472656,54.00617218017578,669.0713500976562,91,0.0,0.0
1406.8372802734375,14,-343.26336669921875,53.95219039916992,668.8054809570312,91,0.0,0.0
1406.849609375,14,-342.93939208984375,53.8984260559082,668.5413818359375,91,0.0,0.0
1406.8680419921875,14,-342.61395263671875,53.84522247314453,668.2789916992188,91,0.0,0.0
1406.886474609375,14,-342.2874755859375,53.79256057739258,668.0177612304688,91,0.0,0.0
1406.8990478515625,14,-341.96026611328125,53.739959716796875,667.7572631835938,91,0.0,0.0
1406.917724609375,14,-341.6325988769531,53.687129974365234,667.497314453125,91,0.0,0.0
1406.9361572265625,14,-341.3045959472656,53.634029388427734,667.2376708984375,91,0.0,0.0
1406.94873046875,14,-340.9764709472656,53.5807991027832,666.9780883789062,91,0.0,0.0
1406.96728515625,14,-340.6483459472656,53.52759552001953,666.7184448242188,91,0.0,0.0
1406.9859619140625,14,-340.3202209472656,53.47447204589844,666.4588012695312,91,0.0,0.0
1406.9986572265625,14,-339.9919128417969,53.42152404785156,666.1991577148438,91,0.0,0.0
1407.0177001953125,14,-339.6635437011719,53.36883544921875,665.9395141601562,91,0.0,0.0
1407.03662109375,14,-339.3350524902344,53.31643295288086,665.6798706054688,91,0.0,0.0
1407.0489501953125,14,-339.00640869140625,53.264278411865234,665.4202270507812,91,0.0,0.0
1407.067626953125,14,-338.677734375,53.21212387084961,665.1605224609375,91,0.0,0.0
1407.0860595703125,14,-338.3489685058594,53.159942626953125,664.9005737304688,91,0.0,0.0
1407.1046142578125,14,-338.02001953125,53.10781478881836,664.640869140625,91,0.0,0.0
1407.116943359375,14,-337.6906433105469,53.05589294433594,664.3814697265625,91,0.0,0.0
1407.13525390625,14,-337.3607482910156,53.00392532348633,664.1227416992188,91,0.0,0.0
1407.153564453125,14,-337.0301513671875,52.95183181762695,663.8649291992188,91,0.0,0.0
1407.171875,14,-336.69866943359375,52.89973068237305,663.6080932617188,91,0.0,0.0
1407.183837890625,14,-336.3662414550781,52.84782028198242,663.3525390625,91,0.0,0.0
1407.201904296875,14,-336.0325927734375,52.796119689941406,663.098388671875,91,0.0,0.0
1407.2198486328125,14,-335.6977233886719,52.7445068359375,662.8458251953125,91,0.0,0.0
1407.23779296875,14,-335.3615417480469,52.69291687011719,662.5950317382812,91,0.0,0.0
1407.2501220703125,14,-335.02392578125,52.64148712158203,662.34619140625,91,0.0,0.0
1407.2685546875,14,-334.6847229003906,52.590431213378906,662.0995483398438,91,0.0,0.0
